kalimat,predicted_label
hujui hata ulichoandika ni nini hapa magaidi wa kiislamu hamas wameingia ktk mfumo wa waisrael wamenaswa israel wawe wayahudi or not hapa tunaisapoti israel kwa kuamua kuwatokomeza magaidi huko gaza dunia inasimama na israel kama rais wa palestine alivyosimama,NEGATIVE
gaza genocide netenyahu hamas kassam srael putin ceasefireingaza israelterorrist biden erdogan matthewperry takeactionforgaza elon musk friends dolar dzeko bilal hanc eyma chandler bing,NEGATIVE
drg ni takut hostages israel amp cerita baik hamas habis kalah media propaganda drg,NEGATIVE
hati buka hati cari benar tipu media play israel hamas teroris tp israellah iblis kejam rakyat sipil anak dosa tidakah manusia,POSITIVE
cari benar bahas kemarin hamas woiiiii israel tahun bunuh culi ampas tanah licik dipake bom larang dipake pbb aja ga denger,NEGATIVE
x bliau masuk penjara israel alami siksa dsb atas kursi roda nya beliau syahid israel kirim roket hny bunuh bliau alhamdulillah skrg hamas sayap militer kuat liat hamas jgn pas okt tp kenal hamas scr,POSITIVE
kalo lawan udah konflik nyalahin israel doang hamas konflik terus konflik ga kalah andal donasi bantu negara,NEGATIVE
gaza genocide netenyahu hamas kassam srael putin ceasefireingaza israelterorrist biden erdogan matthewperry takeactionforgaza elon musk friends dolar dzeko bilal hanc eyma chandler bing,NEGATIVE
gaza genocide netenyahu hamas kassam srael putin ceasefireingaza israelterorrist biden erdogan matthewperry takeactionforgaza elon musk friends dolar dzeko bilal hanc eyma chandler bing,NEGATIVE
anti hamas ya anti idf poin gitu inimah tendensius pro israel doang orang israelnya brutal pro israel,NEGATIVE
omega agen slot gacor online garansi kalah chat omega omega slot justiceforjessica icecold pdip whatsapp israel freepalestine bandarakertajati hamas feni boikot kiky yesus bakri durian jatinangor genosida sabana ganjarpresiden gibran,NEGATIVE
banyak orang anggap salah amp kecam tindak hamas posisi posisi dahulu fokus kecam zionis israel tanggung kondisi sempurna tumbuh hamas,NEGATIVE
ngomongnya nyerang hamas doang tp nyata west bank tepi barat bkn wilayah hamas jg serang udh ya israel emg genosida bersih etnis rakyat palestina freepalestine stopgenocide,NEGATIVE
g sih dunia tuh lihat pake mata pake hati aja ga mikirin aliansi condemn hamas attack bilang carpet bombing israel bentuk defense israeli hostages lepas but u dont do the same with the palestinian jg jd tahan eat slugs u idiot,POSITIVE
udah suruh ungsi selatan hamas teror israel pake mobil sipil,NEGATIVE
buat habis pikir masyarakat negri denial kejam zionis berfikir kalo israel bela serang hamas woi manusia makhluk tuhan tutup,NEGATIVE
gaza genocide netenyahu hamas kassam srael putin ceasefireingaza israelterorrist biden erdogan matthewperry takeactionforgaza elon musk friends dolar dzeko bilal hanc eyma chandler bing,NEGATIVE
nak salah hamas tuju gencat senjata belah israel peluang tawan israel bebas dengar,POSITIVE
konflik hamas israel ahy dukung perintah laku langkah strategis m o pdemokrat agusyudhoyono demokrat rakyat,POSITIVE
oke mari bicara manusia kutuk israel genosida ilegal settlements tanggal oktober kmrn hamas massacre door to door killing spree festival music tantang manusia kutuk hamas,NEGATIVE
buru hamas alas doang tentara israel bener definisi manusia iblis aja sungkem kyknya saking kejam nurani udah ilang bilang perang tolol sampe ubun ubun,NEGATIVE
gaza genocide netenyahu hamas kassam srael putin ceasefireingaza israelterorrist biden erdogan matthewperry takeactionforgaza elon musk friends dolar dzeko bilal hanc eyma chandler bing,NEGATIVE
orang orang nih ngiranya konflik israel palestina hamas oktober doang ya asa aja konflik,POSITIVE
israel kejam si sampe tel korban jurnalis anak amp tenaga medis ga tutup mata rudal hamas nyasar konser amp bunuh orang kudus mayoritas orang yahudi politik negeri indonesia bebas aktif,POSITIVE
okt teroris hamas isis terjun payung tembak warga israel ingat sabat tuhan bangsa yahudi seret amp culik amp perkosa amp bunuh amp tawan tinggal okt orang,NEGATIVE
hamas udah adu duel israel an ngehajar anak buzzer tol l teriak hamas jadi anak anak tameng,NEGATIVE
hail hamas hail alqassam,POSITIVE
ya allah menang hamas kaum muslimin bebas masjidil aqsa gaza biadad laknatullah israel,NEGATIVE
piye ki bang nek serang tentara israel kro hamas,NEGATIVE
gaza genocide netenyahu hamas kassam srael putin ceasefireingaza israelterorrist biden erdogan matthewperry takeactionforgaza elon musk friends dolar dzeko bilal hanc eyma chandler bing,NEGATIVE
gaza genocide netenyahu hamas kassam srael putin ceasefireingaza israelterorrist biden erdogan matthewperry takeactionforgaza elon musk friends dolar dzeko bilal hanc eyma chandler bing,NEGATIVE
terror is terror hamas is isis pkk ypg is hamas hamasterrorrists israel putin blackout hamasislsis hamas gazze gaza gazawar filistin pal stina palestine,NEGATIVE
emang hamas damping israel hamas charter article there is no negotiated settlement possible jihad is the only answer orange palestina kutuk hamas mrk korban hamas bijak politik,NEGATIVE
gaza genocide netenyahu hamas kassam srael putin ceasefireingaza israelterorrist biden erdogan matthewperry takeactionforgaza elon musk friends dolar dzeko bilal hanc eyma chandler bing,NEGATIVE
hamas israel angkut mayat tentara gaza helikopter,NEGATIVE
gaza genocide netenyahu hamas kassam srael putin ceasefireingaza israelterorrist biden erdogan matthewperry takeactionforgaza elon musk friends dolar dzeko bilal hanc eyma chandler bing,NEGATIVE
mas bayu perang belakang mas kalo inget berita hamas israel ramadhan aja roket luncur gaza larang taraweh idul fitri palestine mas bayu mohon,POSITIVE
klip durasi detik rilis hamas salah tawan kritik perintah israel bahasa ibrani gagal lindung masyarakat serang hamas oktober seru israel tukar tahan sc ajenglish,NEGATIVE
hamas teroris hamaslah tanggung serang israel,NEGATIVE
gw teori kalo hamas rela korban palestine perang hamas vs israel pasuk tahap israel lelah amunisi udah habis fatah serang freepalestine,NEGATIVE
hamas kagak sandera aja puluh israel udh bunuh jajah palestin kagak jamin lo ngomong kayak gtu,NEGATIVE
pikir pas pas israel serang gaza foto ambil hoax an benci hamas krn anggap teroris tp ubah baca pelan hati ngena bgt siswa ajar habis bunuh,NEGATIVE
cma liat pas hamas nyerang israel knp gak liat israel ngambil tanah palestina yahudi ngungsi terima palestina ngambil hak tuan rumah,NEGATIVE
breaking hamas rilis pesan video tawan israel tahan lapor al jazeera yerusalem timur duduk sc ajenglish,NEGATIVE
teroris hamas kog kasih donasi dak salah biar aja israel bikin punah teroris hamas biar damai timur,POSITIVE
kecewa hamas civilians israel akar kenan coba baca british mandate of palestine paham dr cont,NEGATIVE
perintah indonesia kecam tindak israel bela teroris hamas efek efektif buka hubung diplomatik israel indonesia hitung,NEGATIVE
membazirkan usaha agens isi as praktikalnya kumpul maklumat kumpul palestin putus bahawa tel aviv gala kawal rana tentera israel bahawa hamas minat,NEGATIVE
israel jg bantu mrk basmi teroris hamas,POSITIVE
the new york times sifat gagal idf oktober sebab fakta bahawa tentera israel henti dengar komunikasi radio hamas tahun terbit angkat tahan israel henti pantau rana anggap,NEGATIVE
anggap konflik israel hamas konflik agama lucu aja jual propaganda agama konflik geopolitik bener jago sasar pasar makan sampe cancel orang like postingan gal gadot bener edan,NEGATIVE
download video sebar benar ranap propaganda israel video orang awam israel tahan gaza hamas dah cuba runding bebas raja israel nak terima,POSITIVE
mang mahdi keur ka palestine nyerang hamas mantu israel,NEGATIVE
halah sok an hamas jg bentuk tindas israel anggota hamas banyak org hilang keluarga bantai zionis trus lu orang palestina spt buat santun amp ramah bangsa caplok tanah,NEGATIVE
hamas benci yahudi israel ajar kitab aku elo fakta,NEGATIVE
hamas bobol israel pakai video porno aplikasi kencan,NEGATIVE
tumhari kaum k logo ne desh me bhot khoon bahaya hai fir nfrt nhi kre to kya kre hamas ne israel me attack kiya to kya israel unki pooja krega,NEGATIVE
ohiya konteks kaya balas konteks coba cari hubung informasi sisi berat israel hamas palestina salah,POSITIVE
hamas layan tawan israel lepas cerita sebar,NEGATIVE
tag jessi hamas boikot israel freepalestine halloween taemin yesus jihoon kiky celana jeans pendek pria cowok celana jin laki laki denim murah url,NEGATIVE
rakyat propaganda hamas lmao padan muka israel pimpin x fikir nasib rakyat la,POSITIVE
kuasa palestina usir orang palestina israel butuh alas bela israel butuh hamas palestina butuh plo fatah krn belakang israel us thn perang saudara hamas vs plo org tinggal,NEGATIVE
hamas nyerang duluan ga ngutuk ngutuk israel kutuk kati israel kati,NEGATIVE
nimeshasema na nimewanukuu jeremy corbyn mbunge myahudi wa uingereza jewish voice for peace huko marekani na wayahudi wa israel ambao walilaani ukatili wa hamas pamoja na ukatili wa israel dhidi ya wapalestina miaka nenda rudi wewe unataka kulazimisha laana ya upande tu,NEGATIVE
hamas organisasi teroris lihat tepi barat pimpin mahmoud abbas aman damai,NEGATIVE
hamas emg lo perang perangin bunuh tanah mrk hamas zionis zionis ilang damai aja sih,NEGATIVE
gw bela teroris teroris hamas duluan nyerang konsekuensi logis teroris israel balas ribut lokasi imajinasi,NEGATIVE
tentera israel membezakan orang awam semenanjung gaza anggota hamas jurucakap angkat tahan israel nir dinar bual wsj beliau tekan bahawa tentera palestin embara kereta kebal suv tentera,NEGATIVE
baca mas nyalahin kelompok juang hamas bawa nyerang duluan dri berita israel invasi gaza sampean merem t gilir hamas bela disalahin logika balik mas,NEGATIVE
threads adem ayem bahas israel hamas,POSITIVE
giselle kiky freepalestine feni hamas boikot jatinangor senin bakri apel pagi genosida bangyedam minat wa bandara kertajati israel olive yahudi,NEGATIVE
oke hamas emang hak adil kalo boleh israel palestina,POSITIVE
jajah gimana perang sederhana israel hitam hamas putih paham perang minimal konflik utama timteng hamas fatah israel belakang perang perang narasi edar hoax,NEGATIVE
perintah palestina resmi fatah damai aja tuh israel si hamas suka rusuh,NEGATIVE
beliau syahid selesai solat subuh masjid murid nya dlm puasa hamas juang dr pake senjata rakit bom molotov smp kerikil jgn umat islam berfikir kek amrik israel kalo hamas teroris udah jgn bawa propagnda,NEGATIVE
berita baru konferensi pers juru bicara militer israel tentara israel luas operasi darat pasu masuk jalur gaza kepung puluh juang hamas tewas malam pasu israel dukung,NEGATIVE
hamas wakil rakyat palestina kata teroris gimana si israhell udh bantai ratus ribu jiwa,NEGATIVE
hamas teroris lenyap karna kebiadapannya lindung balik warga sipil palistina tameng warga sipil israel sandera kebiadapannya,NEGATIVE
ngayalnya jgn tinggi hamas teroris mental cundang gagah bantai rakyat sipil nggak peduli warga palestina gaza terowongan dibngun utk pasu teroris utk warga lindung warga tgung un israel omg,NEGATIVE
tentera israel bunuh salah komander tentera laut hamas komander unit anti kereta kebal taufanalaqsa israelcuak,NEGATIVE
sandera serang hamas anyway perintah israel aku salah lemah sistem tahan juang hamas masuk mudah tiarap sandera ya gaes,NEGATIVE
emang orang ujug bunuh warga info hamas bunuh warga israel sumber darimana inti sumber masalah nya duduk israel jajah lo emang diem aja ga bales gt,NEGATIVE
kini terjemah penuh mesej warga israel tahan briged al qassam netanyahu raja zionis hello benjamin netanyahu tahan hamas malam sidang media keluarga bandu,NEGATIVE
kalo tuju hamas bela palestina jujur dukung moga hamas menang rakyat palestina hidup tenang bayangin aja andai negara nolong tuh israel trus pribumi depak indo ya gilak lawan balek jajah tanah,NEGATIVE
kalo pikir pake logika palestine udah bener ga israel gila alat perang tp palestine ga mudah rebut sampe hamas kalah alat perang kalo banding israel,NEGATIVE
heran orang orang ngebela israel nyerang hamas broo palestina jajah masjid gereja hancur orang sholat raya tembak wanita anak jg serang balas nyerang tahan,NEGATIVE
gue jg gak pro hamas israel emng biadab sejarah palestine sah milik daerah sepenuh israel dtg tumpang israel laku dri terorist balas hamas rakyat,NEGATIVE
utk kadrun hamas zaman zaman perang damai islam kafir,NEGATIVE
palestina sampe jajah sokong us menang pd ii kuasa hamas bentuk israel udah ngejajah tahun minimal sejarah salah matematika,NEGATIVE
klw msh ngomong netral aneh israel ambisi nguasai tanah palestina klw alas balas serang hamas ngapain tepi barat ganggu jajah genocide,NEGATIVE
pm israel netanyahu maaf postingan media sosial salah dinas aman negara gagal antisipasi serang hamas oktober sc ajenglish,NEGATIVE
hindar retorik esktremis ada sokong palestin tentang israel anggap ekstremis logo ikon kontroversi tu logo hamas elak salah individu agama mustahil zionis israel salah titik,POSITIVE
sblm jaman medsos kek skrg alhamdulillah tau hamas dr majalah islam dr diri nya hidup allahu yarham syeikh ahmad yassin beliau seorg disabilitas tp takut us amp israel dr jaman diri hamas udah cap teroris sm us amp israel,NEGATIVE
israel berani nya jalur udara tentara nya takut pake jalur darat ketemu hamas,NEGATIVE
unajua nini kijana leo tunaingia siku israel anahenya kwa hamas imagine ingekua ni palestine ndo anapambana nao,NEGATIVE
buka twitter rame cancel tulis pro israel sebenernya pihak loh palestina korban narasi serang hamas bongkar dalih zionis ngehancurin gaza pro damai ya,NEGATIVE
tentara israel serang sasar hamas luas operasi darat jalur gaza sc ajenglish,NEGATIVE
hancur naratif israel nyata tawan israel tahan hamas kritik netanyahu laku rana gagal raja kelam kabut israel lepas nak keluar propaganda esok cover,NEGATIVE
israel dunia freepalestine kiky hamas senin yesus baikot,NEGATIVE
peperangan suku semit bangsa filistin kuat politik hamas ideologi islam pflp ideologi komunis kristen israel ideologi yahudi analisa hasil ajar laku mohon koreksi,POSITIVE
israel mesti cakap real mesti kena paksa dek hamas cakap cmni,NEGATIVE
israel emang gin barbar aja serang pas liat hamas nyerang sipil aneh eh bilang menang strategi strategi kalo dah kaya gin nya ga abai wartawan aja israel ga jamin selamat warga sipil gin,NEGATIVE
hamas negara palestin dasar ideologi islam begitupula plo negara ideologi komunis tunduk israel paksa jalan ideologi israel simpul peperangan hamas plo israel,NEGATIVE
tau hamas ya orang palestina gerak nama islam juang negara teroris tebar teror zionis militer israel idf,NEGATIVE
gambar gw dasar akur hamas pflp kalo satu israel ga hamas aksi teror wilayah israel dalih kekang gaza,NEGATIVE
hamas hancur tank israel freepalestine,NEGATIVE
peperangan bagi teritorial teritorial gambar hamas warna merah israel hijau pflp biru duduk israel wilayah milik kuat besar,NEGATIVE
harga emas global antam tembus rekor konflik israel hamas,POSITIVE
wazir mkuu netanyahu amefahamishwa kuhusu video iliyotolewa na hamas afisa mkuu wa israel anatuambia kwenye video hiyo anaonekana mwana mama wa israel akiilaumu nchi yake kuwa ndo chanzo cha matatizo wanayopitia tamko rasmi la israel linatarajiwa hivi karibuni,NEGATIVE
